year,state,total_vote,d,r,margin
2024,IDAHO,904710,274973,605144,-36.49467785257154
2024,ILLINOIS,5580861,3056201,2444517,10.960387653446302
2024,INDIANA,2924790,1160146,1715058,-18.97271257081706
2024,IOWA,1657452,707290,927531,-13.287926286854768
2024,KANSAS,1297667,532475,741949,-16.142353932095066
2024,KENTUCKY,2068865,700921,1336230,-30.70809356821252
2024,LOUISIANA,2006975,766870,1208505,-22.00500753621744
2024,MAINE,1653314,861590,749944,6.752861222973971
2024,MARYLAND,2959566,1857794,1026135,28.100708009214863
2024,MASSACHUSETTS,3381569,2072571,1234961,24.769862747144888
2024,MICHIGAN,5638701,2724029,2804647,-1.4297264565012402
2024,MINNESOTA,3240887,1656968,1519017,4.256581608676879
2024,MISSISSIPPI,1150476,429231,708302,-24.25700318824556
2024,MISSOURI,2991842,1199856,1750987,-18.421126516707766
2024,MONTANA,602676,231761,351945,-19.9417265661815
2024,NEBRASKA,1891966,739052,1128261,-20.57166989258792
2024,NEVADA,1484840,705197,751205,-3.098515664987478
2024,NEW HAMPSHIRE,822153,418496,395578,2.7875590066569145
2024,NEW JERSEY,4268341,2218076,1966571,5.892336155897576
2024,NEW MEXICO,923288,478727,423327,6.0002945993016255
2024,NEW YORK,7895151,4412448,3482703,11.776152223054376
2024,NORTH CAROLINA,5679658,2715380,2898428,-3.2228701094326464
2024,NORTH DAKOTA,365059,112327,246505,-36.75515464623527
2024,OHIO,5652464,2481269,3121077,-11.319099069007782
2024,OKLAHOMA,1566173,499599,1036213,-34.26275385924799
2024,OREGON,2205264,1227168,909706,14.395646054168571
2024,PENNSYLVANIA,7031770,3421247,3542701,-1.7272180404080295
2024,RHODE ISLAND,506090,282110,213021,13.65152443241321
2024,SOUTH CAROLINA,2548140,1028452,1483747,-17.867738821257863
2024,SOUTH DAKOTA,428922,146859,272081,-29.19458549573116
2024,TENNESSEE,3060520,1055170,1964593,-29.71465633291075
2024,TEXAS,11332414,4806474,6375376,-13.844375964379696
2024,UTAH,1487926,562560,883799,-21.589716155238897
2024,VERMONT,366389,235791,119395,31.768420995171798
2024,VIRGINIA,4315367,2235958,2011637,5.1981905594587925
2024,WASHINGTON,3880659,2237258,1522268,18.424448012566934
2024,"WASHINGTON, D.C.",313096,289453,20888,85.77720571326365
2024,WEST VIRGINIA,762390,214309,533556,-41.87449992785844
2024,WISCONSIN,3414473,1667881,1697298,-0.8615385156069466
2024,WYOMING,266353,69527,192633,-46.219115234294335
